restaurant_name,address,city,postal_code,country,price_range,cuisine_type,description,facilities_services,credit_cards,phone_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,url
La Masseria – Modena - a MICHELIN Guide Restaurant,"via Chiesa 61, località Marzaglia",Modena,41123,ITA,€,Apulian,"What used to be an old watermill is now a welcoming restaurant with a rustic feel and a beautiful garden for summer dining. Home-made bread and pasta, typical specialities from Puglia, savoury ...","Car park, Terrace","amex, mastercard, visa",+39 059 389262,44.6513000,10.8069400,closed,"12:30-15:00, 20:00-00:00","12:30-15:00, 20:00-00:00","12:30-15:00, 20:00-00:00","12:30-15:00, 20:00-00:00","12:30-15:00, 20:00-00:00",12:30-15:00,https://guide.michelin.com/en/emilia-romagna/modena/restaurant/la-masseria
Innocenti Evasioni – Milan - a MICHELIN Guide Restaurant,via Giuseppe Candiani 66,Milan,20158,ITA,€€€,"Modern Cuisine, Mediterranean Cuisine","Chef Tommaso Arrigoni’s restaurant has a wonderful new location, where floor-to-ceiling windows in the spacious modern dining room overlook a large Mediterranean garden that is just as appealing ...","Air conditioning, Garden or park, Terrace","amex, dinersclub, mastercard, visa",+39 02 3300 1882,45.5044912,9.1686366,19:30-23:30,19:30-23:30,19:30-23:30,19:30-23:30,19:30-23:30,19:30-23:30,closed,https://guide.michelin.com/en/lombardia/milano/restaurant/innocenti-evasioni
Taverna dei Caldora – Pacentro - a MICHELIN Guide Restaurant,piazza Umberto I 13,Pacentro,67030,ITA,€,"Cuisine from Abruzzo, Meats and Grills","Situated amid the maze of narrow streets in the old town of Pacentro and occupying the wine cellars of an imposing 16C palazzo, this restaurant celebrates regional cuisine in all its glory in ...","Air conditioning, Terrace","amex, mastercard, visa",+39 0864 41139,42.0499185,13.9908288,closed,closed,"13:00-14:30, 19:00-23:30","13:00-14:30, 19:00-23:30","13:00-14:30, 20:00-23:30","13:00-14:30, 19:00-23:30",13:00-14:30,https://guide.michelin.com/en/abruzzo/pacentro/restaurant/taverna-dei-caldora
Winter Garden Florence – Florence - a MICHELIN Guide Restaurant,piazza Ognissanti 1,Florence,50123,ITA,€€€€,Mediterranean Cuisine,"Horse-drawn carriages once entered the old courtyard of the St Regis hotel, now converted into an elegant winter garden which also includes a cocktail bar with sofas and armchairs. Seasonality and...","Air conditioning, Wheelchair access","amex, dinersclub, mastercard, visa",+39 055 2716 3770,43.7721696,11.2450988,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,https://guide.michelin.com/en/toscana/firenze/restaurant/winter-garden-florence
L'Oste Scuro – Verona - a MICHELIN Guide Restaurant,vicolo San Silvestro 10,Verona,37122,ITA,€€€,"Seafood, Modern Cuisine","Nice family trattoria atmosphere in a popular, central fashionable location that stresses the freshness of the proprietor's dishes: fish.","Air conditioning, Interesting wine list, Terrace","amex, mastercard, visa",+39 045 592650,45.4382876,10.9880573,19:30-22:00,"12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00","12:30-14:00, 19:15-22:30","12:30-14:00, 19:15-22:30",closed,https://guide.michelin.com/en/veneto/verona/restaurant/l-oste-scuro
Acquerello – Fagnano Olona - a MICHELIN Guide Restaurant,via Patrioti 5,Fagnano Olona,21054,ITA,€€€€,Creative,"The word “modern” sums up the cuisine here, although more than one word is needed to do justice to this restaurant. Housed in an old courtyard typical of Lombardy, Acquerello focuses on flavour ...","Air conditioning, Terrace","amex, mastercard, visa",+39 0331 611394,45.6691814,8.8709213,closed,19:45-21:30,"12:30-14:00, 19:45-21:30","12:30-14:00, 19:45-21:30","12:30-14:00, 19:45-21:30","12:30-14:00, 19:45-21:30",12:30-14:00,https://guide.michelin.com/en/lombardia/fagnano-olona/restaurant/acquerello197794
Kandoo Nippon Restaurant – Cremona - a MICHELIN Guide Restaurant,piazza Cadorna 15,Cremona,26100,ITA,€€,"Japanese, Classic Cuisine",Dark colours and a modern decor are the main features of this excellent restaurant which occupies two floors and is highly recommended for its gourmet Japanese specialities. Cooked and raw dishes ...,"Air conditioning, Terrace, Wheelchair access","amex, maestrocard, mastercard, visa",+39 0372 21775,45.1324181,10.0162531,closed,"12:15-14:30, 19:15-23:00","12:15-14:30, 19:15-23:00","12:15-14:30, 19:15-23:00","12:15-14:30, 19:15-23:00","12:30-14:30, 19:30-23:00","12:15-14:30, 19:15-23:00",https://guide.michelin.com/en/lombardia/cremona/restaurant/kandoo-nippon
Rosita – Finale Ligure - a MICHELIN Guide Restaurant,via Manie 67,Finale Ligure,17024,ITA,€€,"Ligurian, Classic Cuisine","Decorated in the same simple and rustic style as the Hotel Rosita in which it is housed, this restaurant boasts an attractive terrace overlooking the sea and the coast (call in advance to book one...","Car park, Terrace","maestrocard, mastercard, visa",+39 019 602437,44.1791461,8.3669720,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/liguria/finale-ligure/restaurant/rosita
Aroma – Rome - a MICHELIN Guide Restaurant,via Labicana 125,Rome,00184,ITA,€€€€,Modern Cuisine,The open-view kitchen is the first thing guests see when they arrive at this delightful restaurant boasting views of Ancient Rome from the Colosseum to the dome of St Peter’s – a truly memorable ...,"Air conditioning, Great view, Restaurant offering vegetarian menus, Terrace","amex, dinersclub, mastercard, visa",+39 06 9761 5109,41.8903751,12.4948543,19:00-23:00,19:00-23:00,"12:30-15:00, 19:00-23:00","12:30-15:00, 19:00-23:00","12:30-15:00, 19:00-23:00","12:30-15:00, 19:00-23:00","12:30-15:00, 19:00-23:00",https://guide.michelin.com/en/lazio/roma/restaurant/aroma
La Quartina – Mergozzo - a MICHELIN Guide Restaurant,via Pallanza 20,Mergozzo,28802,ITA,€€,"Classic Cuisine, Country cooking","Outdoor service in the summer on the terrace with an exceptional view of the lake. Original furnishings and extremely well kept rooms. Menu including lake specialities. The rooms are simple, ...","Car park, Great view, Terrace, Wheelchair access","amex, mastercard, visa",+39 0323 80118,45.9613357,8.4554218,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/piemonte/mergozzo/restaurant/la-quartina
Locanda '800 – Negrar - a MICHELIN Guide Restaurant,via Moron 46,Negrar,37024,ITA,€€,"Seafood, Classic Cuisine","Whether you dine indoors, on the bright veranda or in the wine cellar with its barrels and wines produced by the estate, you’ll enjoy cuisine at this family-run restaurant which has gained a ...","Car park, Terrace","amex, dinersclub, maestrocard, mastercard, visa",+39 045 600 0133,45.5168102,10.9270138,closed,"12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00",12:30-14:00,https://guide.michelin.com/en/veneto/negrar/restaurant/locanda-800
Da ö Vittorio – Recco - a MICHELIN Guide Restaurant,via Roma 160,Recco,16036,ITA,€€,"Seafood, Ligurian","Formerly a post house, today this is a characteristic restaurant with bedrooms available; the dining room is developed along the two wings with a veranda. Cuisine consists of many Ligurian ...","Car park, Interesting wine list, Terrace","amex, dinersclub, mastercard, visa",+39 0185 74029,44.3665421,9.1466508,"12:00-15:00, 19:00-00:00","12:00-15:00, 19:00-00:00","12:00-15:00, 19:00-00:00","12:00-15:00, 19:00-00:00","12:00-15:00, 19:00-00:00","12:00-15:00, 19:00-00:00","12:00-15:00, 19:00-00:00",https://guide.michelin.com/en/liguria/recco/restaurant/da-o-vittorio
Filippo – Pietrasanta - a MICHELIN Guide Restaurant,via Barsanti 45,Pietrasanta,55045,ITA,€€€,"Modern Cuisine, Mediterranean Cuisine","In this modern and elegant restaurant, Filippo chooses three products every day and creates a surprise meal for guests with these ingredients. An original idea which is certainly worth a try, but ...","Air conditioning, Restaurant offering vegetarian menus, Wheelchair access","amex, mastercard, visa",+39 0584 70010,43.9559386,10.2325299,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,https://guide.michelin.com/en/toscana/pietrasanta/restaurant/filippo
Bislakko – Vercelli - a MICHELIN Guide Restaurant,via Thaon de Revel 87,Vercelli,13100,ITA,€€,"Country cooking, Creative","This unusually named restaurant (bislacco is the Italian for eccentric) delights guests with its fine cuisine, especially its delicious chocolate desserts. There is even a chocolate fountain for ...",,"amex, mastercard, visa",+39 335 127 3539,45.3037404,8.4461672,19:30-22:00,closed,19:30-22:00,19:30-22:00,19:30-22:00,"12:00-14:00, 19:30-23:00","12:00-14:00, 19:30-22:00",https://guide.michelin.com/en/piemonte/vercelli/restaurant/bislakko
Grantosco – Grosseto - a MICHELIN Guide Restaurant,via Solferino 4,Grosseto,58100,ITA,€€,"Tuscan, Country cooking",This elegant yet informal bistro - style restaurant is in the town centre. It is the ideal place to sample excellent cuisine made largely from local produce from the Maremma. You are sure to ...,"Air conditioning, Terrace","unionpay, dinersclub, discover, jcb, maestrocard, mastercard, visa",+39 0564 26027,42.7599627,11.1155178,"12:30-14:30, 19:00-22:30","12:30-14:30, 19:00-22:30","12:30-14:30, 19:00-22:30","12:30-14:30, 19:00-22:30","12:30-14:30, 19:00-23:00","12:30-14:30, 19:00-23:00",closed,https://guide.michelin.com/en/toscana/grosseto/restaurant/grantosco
Il Michelaccio – Genoa - a MICHELIN Guide Restaurant,via Frugoni 49 r,Genoa,16121,ITA,€€,"Traditional Cuisine, Farm to table","A veritable bistro in a modern style and in a central position, a short distance from the famous Via XX Settembre, where the chef patron turns his hand to a fragrant cuisine, from the market, ...","Air conditioning, Wheelchair access","dinersclub, maestrocard, mastercard, visa",+39 010 570 4274,44.4035000,8.9396710,"12:30-14:30, 19:30-00:00","12:30-14:30, 19:30-00:00","12:30-14:30, 19:30-00:00","12:30-14:30, 19:30-00:00","12:30-14:30, 19:30-00:00",19:30-00:00,closed,https://guide.michelin.com/en/liguria/genova/restaurant/il-michelaccio
Saporium Firenze – Florence - a MICHELIN Guide Restaurant,lungarno Benvenuto Cellini 63r,Florence,50125,ITA,€€€€,Creative,"A delightful small restaurant situated in a building on the Lungarno, close to the beautiful ascent on foot up to Piazzale Michelangelo. Vaulted ceilings and brick walls help to give the dining ...","Air conditioning, Interesting wine list, Terrace","amex, mastercard, visa",+39 055 212933,43.7646000,11.2659859,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/toscana/firenze/restaurant/saporium-firenze
Trattoria Leoni – Barbian - a MICHELIN Guide Restaurant,via Ricò 42,Barbian,43035,ITA,€,"Emilian, Regional Cuisine","Situated amid gently rolling hills, this restaurant with large picture windows boasts fine views of the surrounding countryside, which can be enjoyed even more from its summer terrace. For many ...","Car park, Great view, Terrace","amex, dinersclub, mastercard, visa",+39 0521 831196,44.6677462,10.2376867,closed,closed,"12:15-14:15, 19:45-22:00","12:15-14:15, 19:45-22:00","12:15-14:15, 19:45-22:00","12:15-14:15, 19:45-22:00","12:15-14:15, 19:45-22:00",https://guide.michelin.com/en/emilia-romagna/barbiano/restaurant/trattoria-leoni
Al Vedel – Vedole - a MICHELIN Guide Restaurant,via Vedole 68,Vedole,43052,ITA,€€,Emilian,"A temple for the production of culatello ham, which feature in the dishes served, and is also matured on the premises (the maturing rooms are well worth a visit). Al Vedel also serves other ...","Air conditioning, Car park, Interesting wine list, Wheelchair access","amex, dinersclub, mastercard, visa",+39 0521 816169,44.9223062,10.3592101,closed,closed,"12:00-14:30, 19:30-22:30","12:00-14:30, 19:30-22:30","12:00-14:30, 19:30-22:30","12:00-14:30, 19:30-22:30","12:00-14:30, 19:30-22:30",https://guide.michelin.com/en/emilia-romagna/vedole/restaurant/al-vedel
13 Comuni – Velo Veronese - a MICHELIN Guide Restaurant,piazza della Vittoria 31,Velo Veronese,37030,ITA,€€,"Venetian, Seasonal Cuisine","Situated in the village square, this restaurant is run by a couple – she’s front of house, while he’s in the kitchen – who use top - quality local produce to prepare a mix of traditional and ...",Terrace,"mastercard, visa",+39 045 783 5566,45.6053000,11.0958700,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/veneto/velo-veronese/restaurant/13-comuni
U.P.E.P.I.D.D.E. – Ruvo di Puglia - a MICHELIN Guide Restaurant,"vico Sant'Agnese 2, angolo corso Cavour",Ruvo di Puglia,70037,ITA,€,Apulian,"Undeniably characteristic and refreshing! Dug out of the rock that once formed the old Aragonese walls, the four dining rooms in this restaurant run one into another under brick arches and then ...",Interesting wine list,"mastercard, visa",+39 080 361 3879,41.1147414,16.4869587,closed,"12:30-14:30, 20:00-23:00","12:30-14:30, 20:00-23:00","12:30-14:30, 20:00-23:00","12:30-14:30, 20:00-23:00","12:30-14:30, 20:00-23:00",12:30-14:30,https://guide.michelin.com/en/puglia/ruvo-di-puglia/restaurant/u-p-e-p-i-d-d-e
La Serra – Positano - a MICHELIN Guide Restaurant,"via Marconi 169, località Belvedere Fornillo",Positano,84017,ITA,€€€€,"Mediterranean Cuisine, Contemporary","Despite its bright, elegant and airy feel, the panoramic dining room at this restaurant takes second place to the delightful, romantic terrace which boasts splendid views of the sea, the port and ...","Air conditioning, Car park, Great view, Interesting wine list, Terrace","amex, dinersclub, mastercard, visa",+39 089 811980,40.6262458,14.4785098,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/campania/positano/restaurant/la-serra
Il Sale – San Vincenzo - a MICHELIN Guide Restaurant,"via San Bartolo 100, frazione San Carlo",San Vincenzo,57027,ITA,€€,Tuscan,"Il Sale stands in a region where the typical hills, cypresses and olive trees of Tuscany meet the sea. The connection between the land and the quality of the cuisine served here is reinforced by ...","Air conditioning, Terrace","amex, mastercard, visa",+39 0565 798032,43.0900139,10.5688270,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/toscana/san-vincenzo/restaurant/il-sale
Taverna del Grappolo Blu – Montalcino - a MICHELIN Guide Restaurant,scale di via Moglio 1,Montalcino,53024,ITA,€,Tuscan,"Accessed via a steep, narrow flight of steps, this restaurant boasts a traditional and friendly ambience. The cuisine is traditionally Tuscan (pici pasta with ragu and tripe are among the most ...","Air conditioning, Terrace","mastercard, visa",+39 0577 847150,43.0589313,11.4898268,"12:00-15:00, 19:00-22:00",closed,"12:00-15:00, 19:00-22:00","12:00-15:00, 19:00-22:00","12:00-15:00, 19:00-22:00","12:00-15:00, 19:00-22:00","12:00-15:00, 19:00-22:00",https://guide.michelin.com/en/toscana/montalcino/restaurant/taverna-il-grappolo-blu
Dolomieu – Madonna di Campiglio - a MICHELIN Guide Restaurant,via Castelletto Inferiore 10,Madonna di Campiglio,38086,ITA,€€€€,Contemporary,"Dolomieu is an intimate Stube-style restaurant furnished in oak which features just six tables, so booking well in advance is recommended. This is the most traditional part of the DV Chalet hotel,...","Car park, Wheelchair access","amex, mastercard, visa",+39 0465 443191,46.2236930,10.8257548,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/trentino-alto-adige/madonna-di-campiglio/restaurant/dolomieu
Al Palazzon – Galliera Veneta - a MICHELIN Guide Restaurant,"via Ca' Onorai 2, loc. Mottinello Nuovo",Galliera Veneta,35015,ITA,€€,"Venetian, Classic Cuisine","Housed in an early 20C farmhouse, this restaurant boasts the typical ambience of a traditional multi-generational trattoria, while the cuisine focuses on classic dishes that are typical of the ...","Air conditioning, Car park, Terrace, Wheelchair access","mastercard, visa",+39 049 596 5020,45.6735429,11.8115922,closed,11:00-14:00,11:00-14:00,"11:00-14:00, 19:00-22:00","11:00-14:00, 19:00-22:00","11:00-14:00, 19:00-22:00",11:00-14:00,https://guide.michelin.com/en/veneto/galliera-veneta/restaurant/al-palazzon
Re Maurì – Salerno - a MICHELIN Guide Restaurant,via Benedetto Croce,Salerno,84121,ITA,€€€€,Creative,"Situated in the Lloyd’s Baia hotel between Salerno and Vietri, in an elevated location overlooking the port, this restaurant offers splendid views of the bay from the floor-to-ceiling windows in ...","Air conditioning, Car park, Great view, Interesting wine list, Terrace","amex, dinersclub, mastercard, visa",+39 089 763 3687,40.6720876,14.7348190,"12:30-14:30, 19:30-23:00",closed,19:30-23:00,"12:30-14:30, 19:30-23:00","12:30-14:30, 19:30-23:00","12:30-14:30, 19:30-23:00","12:30-14:30, 19:30-23:00",https://guide.michelin.com/en/campania/salerno/restaurant/re-mauri
28 Posti – Milan - a MICHELIN Guide Restaurant,via Corsico 1,Milan,20144,ITA,€€€,Modern Cuisine,"The main focus of 28 Posti is its ethical stance, with seasonal ingredients sourced from small producers and an emphasis on making the most of each and every ingredient in order to keep food waste...","Air conditioning, Terrace","amex, maestrocard, mastercard, visa",+39 02 839 2377,45.4527541,9.1732790,closed,19:30-22:30,19:30-22:30,19:30-22:30,19:30-22:30,19:30-22:30,closed,https://guide.michelin.com/en/lombardia/milano/restaurant/28-posti
Serendib – Milan - a MICHELIN Guide Restaurant,via Pontida 2,Milan,20121,ITA,€,"Indian, Asian","Serendib, the old name for Sri Lanka, means “to make happy” – an ambitious promise but one which this welcoming restaurant serving typical Indian and Sri Lankan dishes manages to keep. The tasting...",Air conditioning,"mastercard, visa",+39 02 659 2139,45.4798954,9.1827996,"12:00-15:00, 19:00-00:00","12:00-15:00, 19:00-00:00","12:00-15:00, 19:00-00:00","12:00-15:00, 19:00-00:00","12:00-15:00, 19:00-00:00","12:00-16:00, 19:00-00:00","12:00-16:00, 19:00-00:00",https://guide.michelin.com/en/lombardia/milano/restaurant/serendib
La Pineta – Sant'Anna - a MICHELIN Guide Restaurant,piazzale Sant'Anna 6,Sant'Anna,12020,ITA,€,"Piedmontese, Traditional Cuisine","You will need a certain amount of patience to tackle the winding road through woods and hills to get to La Pineta, but the food makes the journey well worthwhile. There is a restricted choice – ...","Car park, Terrace","amex, dinersclub, mastercard, visa",+39 0171 918472,44.4981324,7.3086768,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/piemonte/sant-anna/restaurant/la-pineta148217
InGalera – Milan - a MICHELIN Guide Restaurant,via Cristina Belgioioso 120,Milan,20157,ITA,€€,"Classic Cuisine, Italian","Thanks to its location inside Bollate prison, InGalera offers a unique dining experience. Here, guests eat in a room within the prison itself, while dishes – of equal quality to other restaurants ...","Air conditioning, Car park, Terrace","mastercard, visa",+39 334 308 1189,45.5225520,9.1015410,closed,"12:15-14:00, 19:30-22:00","12:15-14:00, 19:30-22:00","12:15-14:00, 19:30-22:00","12:15-14:00, 19:30-22:00","12:15-14:00, 19:30-22:00",closed,https://guide.michelin.com/en/lombardia/milano/restaurant/ingalera
Vitantonio Lombardo – Matera - a MICHELIN Guide Restaurant,via Madonna delle Virtù 13/14,Matera,75100,ITA,€€€€,Creative,"Minimalist furnishings and lighting contrast with the unusual setting of this restaurant, which occupies a thousand-year-old cave in the centre of the Sasso Barisano district. Creative dishes ...","Air conditioning, Interesting wine list","amex, dinersclub, mastercard, visa",+39 0835 335475,40.6671525,16.6130384,"12:30-14:00, 19:00-22:00",closed,19:00-22:00,"12:30-14:00, 19:00-22:00","12:30-14:00, 19:00-22:00","12:30-14:00, 19:00-22:00","12:30-14:00, 19:00-22:00",https://guide.michelin.com/en/basilicata/matera/restaurant/vitantonio-lombardo
Contraste – Milan - a MICHELIN Guide Restaurant,via Giuseppe Meda 2,Milan,20136,ITA,€€€€,"Modern Cuisine, Innovative","When you make a reservation at this restaurant, you’re invited to choose between two tasting menus which are described in inspirational terms rather than in detail. The surprise continues at your ...","Air conditioning, Interesting wine list, Terrace","amex, mastercard, visa",+39 02 4953 6597,45.4460950,9.1792900,19:30-00:00,19:30-00:00,19:30-00:00,19:30-00:00,19:30-00:00,"12:30-15:00, 19:30-00:00","12:30-15:00, 19:30-00:00",https://guide.michelin.com/en/lombardia/milano/restaurant/contraste
Cibrèo – Florence - a MICHELIN Guide Restaurant,via A. Del Verrocchio 8 r,Florence,50122,ITA,€€€,"Tuscan, Classic Cuisine","This restaurant has an informal, fashionable atmosphere, with young, confident staff and fine, inventive cuisine inspired by traditional dishes.","Air conditioning, Interesting wine list, Wheelchair access","amex, dinersclub, mastercard, visa",+39 055 234 1100,43.7711187,11.2664401,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,https://guide.michelin.com/en/toscana/firenze/restaurant/cibreo
Stella – Casaglia - a MICHELIN Guide Restaurant,via dei Narcisi 47/a,Casaglia,06126,ITA,€,"Country cooking, Traditional Cuisine",Dining options at this restaurant include an attractive outdoor terrace with views of the surrounding area (in summer) and a friendly bistro-style dining room. We particularly enjoyed the linguine...,"Air conditioning, Interesting wine list, Terrace","dinersclub, mastercard, visa",+39 075 692 0002,43.1065133,12.4316475,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/umbria/casaglia/restaurant/stella
Perbacco – Pisciotta - a MICHELIN Guide Restaurant,contrada Marina Campagna 5,Pisciotta,84066,ITA,€€,"Campanian, Home Cooking","A rustic restaurant offering an authentic taste of the Cilento area, both in its setting amid lush Mediterranean vegetation and in its regional cuisine. Fish and seafood dominate the antipasti ...","Car park, Garden or park, Interesting wine list, Terrace","amex, unionpay, dinersclub, discover, jcb, maestrocard, mastercard, visa",+39 0974 973889,40.1153394,15.2220903,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/campania/pisciotta/restaurant/perbacco530053
Imperialino – Moltrasio - a MICHELIN Guide Restaurant,via Regina 26,Moltrasio,22010,ITA,€€€,Creative,"Treat yourself to dinner in this elegant restaurant right on the lakefront, dining in summer in the beautiful garden within a stone’s throw of the lake. The menu features imaginative Mediterranean...","Air conditioning, Garden or park, Great view, Terrace, Wheelchair access","amex, dinersclub, mastercard, visa",+39 031 346600,45.8599702,9.1012683,06:00-19:00,06:00-19:00,06:00-19:00,06:00-19:00,06:00-19:00,06:00-20:00,07:00-14:00,https://guide.michelin.com/en/lombardia/moltrasio/restaurant/imperialino
Osteria Fernanda – Rome - a MICHELIN Guide Restaurant,via Crescenzo Del Monte 18/24,Rome,00153,ITA,€€€,"Creative, Contemporary","In the district famous for its Porta Portese market, this restaurant run by two talented business partners is definitely worth a visit. Andrea oversees the minimalist-style dining room, while Luca...",Air conditioning,"amex, mastercard, visa",+39 06 589 4333,41.8754069,12.4666360,19:30-23:30,19:30-23:30,19:30-23:30,19:30-23:30,19:30-23:30,"12:30-15:30, 19:30-23:30","12:30-15:30, 19:30-23:30",https://guide.michelin.com/en/lazio/roma/restaurant/osteria-fernanda
Parma Rotta – Parma - a MICHELIN Guide Restaurant,strada Langhirano 158,Parma,43124,ITA,€€,Grills,"Here, where the Parma river once broke its banks, you’ll find an attractive trattoria with pleasant dining rooms and excellent cuisine cooked over a wood and herb fire, one of the oldest culinary ...","Car park, Interesting wine list, Terrace","amex, dinersclub, mastercard, visa",+39 0521 966738,44.7711267,10.3244781,closed,"12:00-14:00, 19:30-22:00","12:00-14:00, 19:30-22:00","12:00-14:00, 19:30-22:00","12:00-14:00, 19:30-22:00","12:00-14:00, 19:30-22:00",closed,https://guide.michelin.com/en/emilia-romagna/parma/restaurant/parma-rotta
Pomiroeu – Seregno - a MICHELIN Guide Restaurant,via Garibaldi 37,Seregno,20831,ITA,€€€,Creative,"This restaurant, one of the finest in the region, is run by its owner Giancarlo Morelli and celebrated its 30th anniversary in 2023. Situated in the centre of Seregno, the restaurant is intimate ...","Air conditioning, Garden or park, Interesting wine list, Terrace, Wheelchair access","amex, mastercard, visa",+39 0362 237973,45.6512011,9.2043109,closed,19:00-22:30,"12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30",12:00-14:30,https://guide.michelin.com/en/lombardia/seregno/restaurant/pomiroeu
Forentum – Lavello - a MICHELIN Guide Restaurant,piazza Plebiscito 16,Lavello,85024,ITA,€,Country cooking,"This rustic, family restaurant in the historic centre serves local specialities, some of which are made using produce grown in the family vegetable garden. The inner dining room has a charming ...","Air conditioning, Terrace","amex, dinersclub, mastercard, visa",+39 0972 85147,41.0487815,15.8005646,19:00-00:00,"13:00-15:00, 19:00-23:00","13:00-15:00, 19:00-23:00","13:00-15:00, 19:00-23:00","13:00-15:00, 19:00-23:00","13:00-15:00, 19:00-23:00","13:00-15:00, 19:00-23:00",https://guide.michelin.com/en/basilicata/lavello/restaurant/forentum
Spin Ristorante-Enoteca – Genoa - a MICHELIN Guide Restaurant,via Carlo Barabino 120 r,Genoa,16129,ITA,€€,"Ligurian, Classic Cuisine","Originally a wine shop, it was then converted into a restaurant that also opens for happy hour: the interiors closely resemble those of a bistro and bottles of wine, especially Italian ones, and ...","Air conditioning, Interesting wine list","amex, maestrocard, mastercard, visa",+39 010 594513,44.4005919,8.9468644,"10:00-15:00, 18:00-23:00","10:00-15:00, 18:00-23:00","10:00-15:00, 18:00-23:00","10:00-15:00, 18:00-23:00","10:00-15:00, 18:00-23:00","10:00-15:00, 18:00-23:00",closed,https://guide.michelin.com/en/liguria/genova/restaurant/spin-ristorante-enoteca-sola
La Refezione – Garbagnate Milanese - a MICHELIN Guide Restaurant,via Milano 166,Garbagnate Milanese,20024,ITA,€€,Italian,"An imaginative cuisine for the elegant ""club - house"" located inside a sports centre; managed by two great enthusiasts of the culinary art. You will receive a hearty welcome.","Air conditioning, Car park, Terrace","amex, mastercard, visa",+39 02 995 8942,45.5652961,9.0854596,19:30-00:00,"11:00-14:30, 19:30-00:00","11:00-14:30, 19:30-00:00","11:00-14:30, 19:30-00:00","11:00-14:30, 19:30-00:00","11:00-14:30, 19:30-00:00",closed,https://guide.michelin.com/en/lombardia/garbagnate-milanese/restaurant/la-refezione
Trattoria Lanzagallo – Gaibana - a MICHELIN Guide Restaurant,via Ravenna 1048,Gaibana,44124,ITA,€,"Seafood, Traditional Cuisine","Don’t be fooled by the simple decor and unfussy ambience at this restaurant – the Trattoria Lanzagallo is one of the best places in the province for top-quality fish served in delicious, generous ...","Air conditioning, Car park","mastercard, visa",+39 0532 718001,44.7540004,11.6549983,closed,19:00-22:00,"12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00",09:00-14:00,https://guide.michelin.com/en/emilia-romagna/gaibana/restaurant/trattoria-lanzagallo
Podere San Faustino – Fidenza - a MICHELIN Guide Restaurant,via San Faustino 33 (SS Emilia Nord),Fidenza,43036,ITA,€€,"Emilian, Traditional Cuisine","In the heart of the Bassa Parmense region, this old farmhouse has retained romantic reminders of bygone days. The menu also has a traditional feel, featuring dishes such as egg tagliolini with a ...","Air conditioning, Car park, Garden or park, Notable sake list, Terrace, Wheelchair access","amex, mastercard, visa",+39 0524 520184,44.8734471,10.0340833,closed,"12:30-13:30, 19:45-21:30","12:00-13:30, 19:45-21:30","12:00-13:30, 19:45-21:30",19:45-21:30,19:45-21:30,12:00-13:30,https://guide.michelin.com/en/emilia-romagna/fidenza/restaurant/podere-san-faustino
La Kuccagna – Dovera - a MICHELIN Guide Restaurant,"via Milano 14, località Barbuzzera",Dovera,26010,ITA,€€,"Italian, Modern Cuisine","Boasting a fresh, top-quality feel, La Kuccagna is run by a young and energetic management team. The menu features meat and fish dishes alike, including cuts of meat cooked over the ever-present ...","Air conditioning, Car park, Terrace","amex, mastercard, visa",+39 0373 978457,45.3822527,9.5238907,closed,19:30-23:30,19:30-23:30,19:30-23:30,"12:30-14:00, 19:30-23:30","12:30-14:00, 19:30-23:30","12:30-14:30, 19:30-22:30",https://guide.michelin.com/en/lombardia/dovera/restaurant/la-kuccagna
